0	As a woman you shouldn't complain about cleaning up your house. as a man you should always take the trash out...
1	boy dats cold...tyga dwn bad for cuffin dat hoe in the 1st place!!
1	You ever fuck a bitch and she start to cry? You be confused as shit
1	she look like a tranny
1	The shit you hear about me might be true or it might be faker than the bitch who told it to ya
1	The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes!
1	I can not just sit up and HATE on another bitch .. I got too much shit going on!
1	cause I'm tired of you big bitches coming for us skinny girls!!
1	you might not get ya bitch back thats that
1	hobbies include: fighting Mariam
1	Keeks is a bitch she curves everyone lol I walked into a conversation like this. Smh
1	Murda Gang bitch its Gang Land
1	So hoes that smoke are losers ? yea ... go on IG
1	bad bitches is the only thing that i like
1	bitch get up off me
1	bitch nigga miss me with it
1	bitch plz whatever
1	bitch who do you love
1	bitches get cut off everyday B
1	black bottle a bad bitch
1	broke bitch cant tell me nothing
1	cancel that bitch like Nino
1	cant you see these hoes wont change
1	fuck no that bitch dont even suck dick  the Kermit videos bout to fuck IG up
1	got ya bitch tip toeing on my hardwood floors
1	her pussy lips like Heaven doors
1	hoe what its hitting for
1	i met that pussy on Ocean Dr . i gave that pussy a pill
1	i need a trippy bitch who fuck on Hennessy
1	i spend my money how i want bitch its my business
1	i txt my old bitch my new bitch pussy wetter
1	i'd say im back to the old me but my old bitches would get excited
1	if you aint bout that Murder Game pussy nigga shut up
1	if you're toes ain't done you pussy stinks
1	im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that
1	is that ya bitch
1	it aint nothing to cut a bitch off
1	jus meet son now he ya mane ass bitches #Shots
1	lames crying over hoes thats tears of a clown
1	like Snoop said in 94 we dont love these hoes
0	momma said no pussy cats inside my doghouse
1	most hated but the hoes favorite #2MW #SevenOne #
1	nice girls bad
1	pimps up pimps up hoes down Future voice
1	post a picture of that pussy get 200 likes
1	pussy is a powerful drug  #HappyHumpDay
1	quick piece of pussy call it a drive by
1	running round here like some brand new pussy thats bout to get fucked
1	these bitches even worst they'll send them guys for you
1	these hoes like niggas that spend money not talk bout it
1	we dont trust these niggas all these bitches
1	yall niggas b cuffing hoes cause yall aint never have bitches
1	All da bitches I cut off pregnant or bound to be ....thank God
1	young Pill Chamberlain these bitches love my music
1	Teanna Trump probably cleaner than most of these twitter hoes but.........
1	Gay niggas couldn't wait to act like bitches tonight
1	And ima steal his cat n replace it with a pitbull RT He a bitch you should do it
1	he's gone always be a hoe
1	...Son of a bitch took my Tic Tacs.
1	..All I wanna do is get money and fuck model bitches! - Russell Simmons
1	I probably wouldnt mind school as much if we didnt have to deal with bitch ass teachers. Retweet
1	I'm a fucking fag they said
1	Females think dating a pussy is cute now? how does doing this stuff make him a pussy?
0	-SimplyAddictedToGuys woof woof hot scally lad
1	Have ya ever asked your bitch for other bitches - kanye voice Yes
1	How u gone bring ur side bitch to a game where You know Ya gf friends at ?! I SWEAR!!!!!
0	woof woof and hot soles
0	Lemmie eat a Oreo do these dishes. One oreo? Lol
1	bitch fuck u maybe you'll get better. Just
1	Fuck Red Malone man bitch ass niggah could you please use complete sentences?
0	Why the eggplant emoji doe?y he say she looked like scream lmao
1	Hennessey Venom GT that's one sexy bitch
1	Him seh me pussy wetter then a shower curtain....#ahmesehwetnesslmao!!
1	#Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit
1	Yo fuck skateboarding
0	baby monkey bathtime
1	I ain't shit . Damn Skippy lol
1	u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussyNo bs must b 30%chance
1	0 rings 0 mvps 0 bitches lol
1	ppl talk bad about the ghetto/hood ... but as a kid growing up
1	The facts on tattoos...tattoo he's a pussy with not tattooing them nipples
1	RT Bitches be wanting to act like niggas so bad that shit aint cuteeeee but niggas act like bitches..
1	Get worshiping bitch! woof woof
1	Wow. RT I'm lost. Are those buttcheek piercings? yeah she's a hoe
1	Ok
1	queer gaywad
1	faggot read my tweets after dat k it wasn't even funny lol
1	This bitch was so ungrateful fr ..... LULWHORE
1	I been kidnapped yo bitch
1	alsarabsss hes a beaner smh you can tell hes a mexican
1	happy birthday nigs Thanks yo
1	when ur teacher tells u that u have homework this bitch need to go!!!
1	that nigga was eating that hoe lol Hell Yea lol john Paul nigga said john paul..
1	What would y'all lil ugly bald headed bitches do if they stop making make-up weave?
1	Leafs better win this damn game so I can go riot and shit #EarlyChristmas you better start looting my nig
1	Going back to school sucks more dick than the hoes who attend it.
1	On my way to fuck yo bitch me as a 9 year old
1	how come you never bring me food i dont have a car retard
1	If Richnow doesn't show up with hella tinder hoes Im not his friend anymore chill I brought like like 8 prople
1	How bout them Cowboys!!!! Shutup pussy
1	LMAOOOOOOOOOOO this nigga bitch want likes for some depressing shit..foh
1	girl you know I was spitting that G shit to you you was going lbvsbitch plz
1	Let me make a couple tweets off cuzzo page
1	Harlem shake is just an excuse to go full retard for 30 seconds.
1	amen miley http://t.co/P2Kb2tfyxrokay
1	having one loyal female is wayyyyy better than having hoes
1	Pussy licking pussy.... meow meow #StopWhitePeople2014
1	Check out our 12th man. #CowboysNation even with all those faggot ny fans in the stands
1	What happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch
1	im the bitch okay nudes pat wow
1	you're fucking gay
1	The fuck be wrong with these bitches? Nobody knows
1	Yall shut up:p make me bitch
1	I hate a I'm pregnant type of bitch.
1	Got bitches in the DM but I don't ever read'em which is y your top 3
0	Baseball season for the win. #Yankees This is where the love started
1	Little stupid as bitch I don't fuck with yoooooouuuu..
1	she really asked me that dead ass serious tho
0	I'm an early bird and I'm a night owl
0	Overdosing on heavy drugs doesn't sound bad tonight. I do that pussy shit every day.
0	Pit Bulls Photographed As Lovely Fairy Tale Creatures
1	Aw. ...fag
0	As long as the Lakers trash from now on
1	I didn't say anything tho kiss me then faggot
0	this the I play soccer
1	I could go for a fat ass bitch on my lap same
1	17 missed calls!!!! Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle
1	Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving lmmfao
1	3 | Amo los pies fuck yeah
1	These hoes be thinking Meat won't slap they ass ainna bruh
1	Yall bitches wit no edges be doing the most talking
1	Yall still going trick or treating this year or nah?hell yeah ima be da sweet tooth bandit steal bitches bags n shit
1	I wanna have sex with my mom fuck her right in that pussy where I came from damn you got hacked like fuck
1	If she kiss u with her eyes open watch that bitch!lmfao
1	You a woulda coulda shoulda ass hoe
1	Happy Bday Bitch Ass Nigga that bitch roll up!
1	used to send that bitch up
1	Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses
1	nigga you know we hacky sack hoes. ...nah
1	Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in outta jail dumb bitches with mad kids fuckin em.
0	This isn't ghetto.....it's smart I'm doing this idc
1	I would wife a hoe only cuz we wouldn't care that we cheating in each other. ...why force the relationship in the first place?
1	Being single isn't an excuse to be a hoe. @TheOneMiss_Luu
1	White boy power bitch black power bitch
1	Lets get drunk
1	bitch where u been Around the world and back. Where you been?
1	if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off *by *
1	#oomf is soooo cute. But he probably has hoes on him a lot.
1	In every cartoon theirs alway a saving these hoes lmao. lmao damn captain SaveAHoe
0	Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking hot sox and legs
1	I wish I was a bitch like my brother keezy ooooow I bet you do
1	If you dressed up as a cat for Halloween you are basic. ...or a pussy
1	Can pornhub just get a gaming stream feature so these dumb bitches can gtfo get on it Katie3
1	stop being scared to choke her during sex u bitch ass niggas. Shell like it.. Says the guy who hits women out of bed. FOH
1	ha well iguess I make them hoes loyal bro theyll never be loyal that y they hoes my nig
1	Oh man.. its 5 am
1	You're not a man if you refer to every girl as a bitch
1	Lmfao this cat started beating the shit out of me my nigga finally got some pussy?!? MY NIGGA!!!
0	Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line ooooow who tf said that trash!!?
1	io io alu record ho vine sai pe hahahaha lol anywaaaaaays..... haha
1	naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill Yeah I'm waiting on that hoe Mayne!
1	Ol dirty foot ass bitches.. this was too funny to me.
1	that's where I get my yellow flags for being amazing HELL YEAH NIGGY
1	Don't got time for bitches to be actin iffy.
0	#UCFPINKPARTY come on stay alive knights nation!!!! This is still the early bird special. #ComeAtMeUT
1	These hoes ain't loyal ; no they ain't
1	Bruh
1	dry pussy bitches always blame it on the condom
1	shut yo bitch ass up!
1	Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back
1	You love these hoes more then money wats wrong these niggas
1	A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo. ...sounding like me over there lol
1	Easy cum
1	Charlie Sheen is too real major fucking respect for Charlie Sheen.
1	Wish I had a bae
1	Fuck twerking bitch can you cook ?
1	bitch wtf
1	Shut up zoe fight me pussy for zoe? I'm good
1	Lmao fucking snake bitches em
1	Big booty hoes everywhere sheesh damn
0	Stay tuned to for an update on the report that 1B will be out 8-10 weeks #bum
0	I play soccer
1	Oregon chokes every year get off the field trash ass program RFT
1	Def not cowboy lol RT Terrell Owens was the best Eagle Cowboy ever ..dude cried like a bitch on tv
1	LMFAOOOO I HATE BLACK PEOPLE This is why there's black people and niggers
1	How could u do this to me bitch potent
0	a pissed lad past out. I would lick his dirty soles while he slept.
0	love frat boy w/ soft long soles
0	sexy lad with hot soles and arches.
1	nah fam I gotta cheat with the hoes depends on the female i feel
0	I got hicks lol
1	This new twitter is confusing the shit out of me. Go back to south america bitch
1	Toto means ass or vagina?I think pussy cause toto santi is like nasty pussy
1	but what if he actually does choose the ugly bitch over you? Her ass must be fat!
1	bitch couldn't kill my vibe if ya tried. dis why i love miley :*
1	I'm tired of bitches saying I look mean.. nigga you big af
0	10 birds your grandkids may never see
1	Stay beautiful you bitch
1	#WutKinda
1	Money getting taller and bitches getting blurry
1	I ain't never seen a bitch so obsessed with they nigga I'm obsessed with mine
1	Kobe stay talking trash. But let's not forget I meant to do this one. Smh.
1	At least I'm not a nigger
1	People always asking me what I'm mixed with. She a bad asian bitch lol
1	Ariza is a snake and a coward but at least he isn't a cripple like your hero Roach lmaoo
0	Fosters home for imaginary trash WHOA CHILL
1	I am lowkey tired. ...if you tired
1	Stop bringing weird niggers into my mentions!
1	We don't love these hoes
1	If yo girl cant have homeboys you a ol weak bitch ass nigga!
1	I think worst advice I gave you was don't be a pussy and speed up lol
1	Quote this tweet with your favorite animal.pussy
1	I hate when strippers tell you they're dancers. Hoe
1	Andrewbryant: Poff has double vision after 2 beers
1	When bitches TWERK on the computer....
1	Prince
0	61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.
1	These bitches don't care they just play that role.
1	It took a while for you to find me
1	Drakes new shoes that will be released by Nike/Jordan.... Yes
0	inna di ghetto!!! You alone lmaoo
0	hoes Austin teach us Austin.I teach u how to get curved? That's all I know
1	bitches can't cook but know how to suck dick .. s/o to the ones that can do both!
1	Fat hoes get chose lol
1	#hoesaintloyal well they're hoes
1	ol bitch ass
1	Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad lmaooo
1	Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls lol bitch fuck you
1	Holy shit
1	I don't want to have sex with my gf because I feel like I'm using her.. - anonymous Whata faggot
1	One of your followers with this somebody
1	If ya bitch always bitching clearly she care! Or just an annoying Bitch!
1	These catfish hoes thinkin they slick.. But niggas catching on
1	Can't worry about a bitch that ain't worried bout me #real
1	Side hoes are for insecure niggas that can't handle a real one.
1	RT Lmao! This bitch come scooting in the tent like she about to fuck some shit up!
1	My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers
1	i'm hungry but ionn wanna spend my money on foodBroke hoe problems
1	Dese hoes be LYIN to all of us nigga
1	oh yeah fuck that bitch
